epoch,loss
0,5.607283115386963
1,5.285667419433594
2,18.06751823425293
3,13.590967178344727
4,6.231508255004883
5,33.36452102661133
6,14.402331352233887
7,6.808023452758789
8,19.79798698425293
9,5.981560707092285
10,12.246828079223633
11,6.318321704864502
12,14.017735481262207
13,8.20205307006836
14,1036.5474853515625
15,16.925867080688477
16,8.045783996582031
17,11.284611701965332
18,9.710649490356445
19,14.039813995361328
20,8.34642219543457
21,8.368639945983887
22,8.440608024597168
23,8.435397148132324
24,8.36198616027832
25,8.468794822692871
26,8.396004676818848
27,8.379401206970215
28,8.564964294433594
29,8.371929168701172
30,7.134281635284424
31,7.143377304077148
32,7.14522647857666
33,7.145693302154541
34,7.145913124084473
35,7.146101951599121
36,7.146428108215332
37,7.146913528442383
38,7.1474785804748535
39,7.148134708404541
40,7.108977317810059
41,7.1188225746154785
42,7.122719764709473
43,7.1247944831848145
44,7.126143932342529
45,7.1271162033081055
46,7.127870559692383
47,7.128482341766357
48,7.128986358642578
49,7.129412651062012
50,7.069069862365723
51,7.067392349243164
52,7.066964149475098
53,7.067045211791992
54,7.0672760009765625
55,7.067560195922852
56,7.067838668823242
57,7.068092346191406
58,7.068317413330078
59,7.0685248374938965
