epoch,loss
0,4.5282673835754395
1,3.128052234649658
2,2.7777013778686523
3,68.91248321533203
4,48.20082473754883
5,4.15199089050293
6,2.8693904876708984
7,6.915796279907227
8,3.4504597187042236
9,3.5029501914978027
10,3.6905674934387207
11,3.248260498046875
12,3.196499824523926
13,4.803647518157959
14,5.0594072341918945
15,2.9158880710601807
16,3.060939073562622
17,3.4010889530181885
18,5.294715404510498
19,2.6707286834716797
20,2.7583422660827637
21,4.110699653625488
22,5.556159496307373
23,5.057737350463867
24,4.219934940338135
25,6.525735855102539
26,3.1201367378234863
27,65.56446838378906
28,44.49599838256836
29,21.616220474243164
30,6.015069961547852
31,2.6885836124420166
32,2.6489579677581787
33,2.590622901916504
34,2.565575361251831
35,2.5669686794281006
36,2.586721658706665
37,2.581760883331299
38,2.5896224975585938
39,2.589357852935791
40,2.5798134803771973
41,2.5798938274383545
42,2.568192481994629
43,2.5867855548858643
44,2.578979015350342
45,2.5858094692230225
46,2.581172227859497
47,2.607555866241455
48,2.559642791748047
49,2.5801215171813965
50,2.5536394119262695
51,2.554076671600342
52,2.554435968399048
53,2.5546469688415527
54,2.5547573566436768
55,2.5548129081726074
56,2.554832935333252
57,2.554839849472046
58,2.5548393726348877
59,2.5548338890075684
60,2.5548312664031982
61,2.554821491241455
62,2.5548150539398193
63,2.554809331893921
64,2.5548014640808105
65,2.5547893047332764
66,2.554784059524536
67,2.554778814315796
68,2.5547733306884766
69,2.5547688007354736
70,2.531738042831421
71,2.532274007797241
72,2.5323030948638916
73,2.5322084426879883
74,2.5321197509765625
75,2.532057285308838
76,2.5320212841033936
77,2.5320048332214355
78,2.531999111175537
79,2.532003164291382
80,2.5320119857788086
81,2.532024621963501
82,2.5320377349853516
83,2.532052755355835
84,2.5320684909820557
85,2.517514944076538
86,2.517024517059326
87,2.5168511867523193
88,2.516777992248535
89,2.5167489051818848
90,2.5167396068573
91,2.5167393684387207
92,2.5167441368103027
93,2.5167500972747803
94,2.516756296157837
95,2.516763687133789
96,2.516770601272583
97,2.5167760848999023
98,2.5167808532714844
99,2.516784906387329
