epoch,loss
0,15.949604034423828
1,3.687049388885498
2,2.056760787963867
3,1.6145799160003662
4,1.4676154851913452
5,1.3912488222122192
6,1.3424619436264038
7,1.3079768419265747
8,1.2818198204040527
9,1.2610520124435425
10,1.2439252138137817
11,1.2294162511825562
12,1.2170590162277222
13,1.2063652276992798
14,1.196977972984314
15,1.1886842250823975
16,1.1812947988510132
17,1.174703598022461
18,1.1687992811203003
19,1.1635085344314575
20,1.1587625741958618
21,1.1544528007507324
22,1.1505428552627563
23,1.146996021270752
24,1.143760323524475
25,1.140805721282959
26,1.1381129026412964
27,1.1356616020202637
28,1.1334177255630493
29,1.131365418434143
30,1.1294912099838257
31,1.127767562866211
32,1.1261826753616333
33,1.1246998310089111
34,1.1233599185943604
35,1.1221312284469604
36,1.1210027933120728
37,1.1199603080749512
38,1.1189994812011719
39,1.11811363697052
40,1.117295742034912
41,1.1165406703948975
42,1.1158441305160522
43,1.1151988506317139
44,1.1146042346954346
45,1.1140533685684204
46,1.1135449409484863
47,1.113072395324707
48,1.112635612487793
49,1.1122310161590576
50,1.1118566989898682
51,1.111510157585144
52,1.1111936569213867
53,1.1109071969985962
54,1.1106446981430054
55,1.1104027032852173
56,1.110178828239441
57,1.1099721193313599
58,1.1097800731658936
59,1.1096019744873047
60,1.1094380617141724
61,1.1092854738235474
62,1.1091465950012207
63,1.109025001525879
64,1.1088553667068481
65,1.1087422370910645
66,1.1086392402648926
67,1.1085431575775146
68,1.1084545850753784
69,1.1083723306655884
70,1.1082959175109863
71,1.1082260608673096
72,1.1081609725952148
73,1.1081018447875977
74,1.1080474853515625
75,1.1079953908920288
76,1.107946753501892
77,1.1079028844833374
78,1.1078616380691528
79,1.107823133468628
80,1.1077888011932373
81,1.1077568531036377
82,1.1077260971069336
83,1.1076984405517578
84,1.1076725721359253
85,1.107649803161621
86,1.1076284646987915
87,1.1076101064682007
88,1.107593297958374
89,1.1075772047042847
90,1.107562780380249
91,1.1075495481491089
92,1.1075379848480225
93,1.107526421546936
94,1.1075170040130615
95,1.1075067520141602
96,1.1074979305267334
97,1.1074891090393066
98,1.1074821949005127
99,1.1074752807617188
100,1.107469081878662
101,1.1074635982513428
102,1.107458233833313
103,1.1074538230895996
104,1.107450008392334
105,1.1074460744857788
106,1.1074435710906982
107,1.1074414253234863
108,1.1074388027191162
109,1.1074371337890625
110,1.107435941696167
111,1.1074342727661133
112,1.107433557510376
113,1.10743248462677
114,1.1074318885803223
115,1.1074309349060059
116,1.1074304580688477
117,1.1074304580688477
118,1.1074298620224
119,1.1074302196502686
120,1.1074309349060059
121,1.1074315309524536
122,1.1074318885803223
123,1.1074334383010864
124,1.1074339151382446
125,1.107434868812561
126,1.1074362993240356
127,1.1074367761611938
128,1.107438325881958
129,1.1074392795562744
130,1.1074409484863281
131,1.1074423789978027
132,1.1074440479278564
133,1.1074459552764893
134,1.1074479818344116
135,1.1074498891830444
136,1.10745108127594
137,1.1074525117874146
138,1.1074544191360474
139,1.1074562072753906
140,1.1074579954147339
141,1.1074589490890503
142,1.1074600219726562
143,1.1074614524841309
144,1.1074633598327637
145,1.1074647903442383
146,1.1074665784835815
147,1.1074684858322144
148,1.1074700355529785
149,1.10747230052948
150,1.1074743270874023
151,1.1074752807617188
152,1.1074769496917725
153,1.1074787378311157
154,1.107480764389038
155,1.1074827909469604
156,1.1074848175048828
157,1.1074869632720947
158,1.1074883937835693
159,1.1074907779693604
160,1.1074926853179932
161,1.1074938774108887
162,1.1074954271316528
163,1.1074975728988647
164,1.1074988842010498
165,1.107500433921814
166,1.1075019836425781
167,1.1075034141540527
168,1.1075047254562378
169,1.1075061559677124
170,1.107507586479187
171,1.1075091361999512
172,1.1075108051300049
173,1.1075122356414795
174,1.1075135469436646
175,1.1075150966644287
176,1.1075160503387451
177,1.1075173616409302
178,1.1075187921524048
179,1.1075199842453003
180,1.107521414756775
181,1.10752272605896
182,1.107523798942566
183,1.1075252294540405
184,1.1075263023376465
185,1.1075282096862793
186,1.1075291633605957
187,1.1075304746627808
188,1.1075315475463867
189,1.1075323820114136
190,1.1075336933135986
191,1.1075345277786255
192,1.107535481452942
193,1.1075369119644165
194,1.1075382232666016
195,1.1075384616851807
196,1.1075398921966553
197,1.1075407266616821
198,1.1075414419174194
199,1.1075425148010254
